Rowid_,VALUE,COUNT,US_200BPS,US_200EVT,BPS_MODEL,BPS_NAME,GROUPVEG,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,EVT_NAME,EVT_PHYS
,51286,58556,2709,9503,10804_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland - Upland,Shrubland,120.000000000000000,NA,NA,120.000000000000000,Great Basin Foothill and Lower Montane Riparian Shrubland,Riparian
,51287,35162,1090,7086,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94.000000000000000,830,NA,84.000000000000000,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland
,51288,257,2708,9003,10803_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland - Semi-Desert,Shrubland,151.000000000000000,NA,NA,151.000000000000000,Great Basin Foothill and Lower Montane Riparian Woodland,Riparian
,51289,2,964,7049,10060,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,Sparse,0.000000000000000,NA,NA,0.000000000000000,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer
,51295,184,617,9336,11520_6,California Montane Riparian Systems,Riparian,88.000000000000000,95,NA,46.000000000000000,Great Basin & Intermountain Ruderal Shrubland,Exotic Tree-Shrub
,51296,52,1059,7106,10620_6_12_17_18,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,283.000000000000000,148,239,69.000000000000000,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
,51297,87478,1103,7135,11260_6_12_17_18_28,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,49.000000000000000,NA,NA,49.000000000000000,Inter-Mountain Basins Semi-Desert Grassland,Grassland
,51298,1404,2709,9829,10804_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland - Upland,Shrubland,120.000000000000000,NA,NA,120.000000000000000,Western North American Ruderal Wet Meadow & Marsh,Riparian
,51301,2395,2708,9011,10803_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland - Semi-Desert,Shrubland,151.000000000000000,NA,NA,151.000000000000000,North American Arid West Emergent Marsh,Riparian
,51302,55,1081,9003,10190_6_7_9_12_16_17_18_19,Great Basin Pinyon-Juniper Woodland,Conifer,844.000000000000000,913,NA,438.000000000000000,Great Basin Foothill and Lower Montane Riparian Woodland,Riparian
,51308,18,1234,9503,10860_13_16_17_18_21_23,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland,103.000000000000000,28,NA,22.000000000000000,Great Basin Foothill and Lower Montane Riparian Shrubland,Riparian
,51309,1226,1081,9828,10190_6_7_9_12_16_17_18_19,Great Basin Pinyon-Juniper Woodland,Conifer,844.000000000000000,913,NA,438.000000000000000,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous
,51310,124,2708,9829,10803_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland - Semi-Desert,Shrubland,151.000000000000000,NA,NA,151.000000000000000,Western North American Ruderal Wet Meadow & Marsh,Riparian
,51312,2341,608,7031,10980_6,California Montane Woodland and Chaparral,Shrubland,93.000000000000000,54,NA,34.000000000000000,California Montane Jeffrey Pine-(Ponderosa Pine) Woodland,Conifer
,51313,258,609,7901,11030_6_7_12_13_16_17_23,Great Basin Semi-Desert Chaparral,Shrubland,50.000000000000000,NA,NA,50.000000000000000,Western Cool Temperate Urban Evergreen Forest,Developed
,51314,12616,619,7965,11540_6_12_16_17,Inter-Mountain Basins Montane Riparian Systems,Riparian,376.000000000000000,NA,NA,376.000000000000000,Western Cool Temperate Close Grown Crop,Agricultural
,51315,13413,587,7965,10300_2_3_4_5_6_7,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,Conifer,176.000000000000000,38,15,10.000000000000000,Western Cool Temperate Close Grown Crop,Agricultural
,51316,11963,1081,7086,10190_6_7_9_12_16_17_18_19,Great Basin Pinyon-Juniper Woodland,Conifer,844.000000000000000,913,NA,438.000000000000000,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland
,51317,72,1079,9503,10120_17_18_21,Rocky Mountain Bigtooth Maple Ravine Woodland,Hardwood,136.000000000000000,81,NA,51.000000000000000,Great Basin Foothill and Lower Montane Riparian Shrubland,Riparian
,51318,1896,2708,7126,10803_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland - Semi-Desert,Shrubland,151.000000000000000,NA,NA,151.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland
,51319,280,975,7299,10560_16_23,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,216.000000000000000,6712,NA,209.000000000000000,Developed-Roads,Developed-Roads
,51322,55,617,9328,11520_6,California Montane Riparian Systems,Riparian,88.000000000000000,95,NA,46.000000000000000,Interior Western North American Temperate Ruderal Shrubland,Exotic Tree-Shrub
,51323,19660,2701,7965,10804_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland - Upland,Shrubland,120.000000000000000,NA,NA,120.000000000000000,Western Cool Temperate Close Grown Crop,Agricultural
,51324,6054,588,7965,10310_2_3_4_5_6_12,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland,Conifer,162.000000000000000,83,11,9.000000000000000,Western Cool Temperate Close Grown Crop,Agricultural
,51325,115263,1081,7080,10190_6_7_9_12_16_17_18_19,Great Basin Pinyon-Juniper Woodland,Conifer,844.000000000000000,913,NA,438.000000000000000,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland
,51326,5627,1081,9309,10190_6_7_9_12_16_17_18_19,Great Basin Pinyon-Juniper Woodland,Conifer,844.000000000000000,913,NA,438.000000000000000,Great Basin & Intermountain Introduced Perennial Grassland and Forbland,Exotic Herbaceous
,51330,5952,613,7965,11260_6_12_17_18_28,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,49.000000000000000,NA,NA,49.000000000000000,Western Cool Temperate Close Grown Crop,Agricultural
,51331,19,1059,9328,10620_6_12_17_18,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,283.000000000000000,148,239,69.000000000000000,Interior Western North American Temperate Ruderal Shrubland,Exotic Tree-Shrub
,51332,15841,1081,9006,10190_6_7_9_12_16_17_18_19,Great Basin Pinyon-Juniper Woodland,Conifer,844.000000000000000,913,NA,438.000000000000000,Inter-Mountain Basins Cliff and Canyon,Sparsely Vegetated
,51333,190351,2708,7079,10803_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland - Semi-Desert,Shrubland,151.000000000000000,NA,NA,151.000000000000000,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland
,51343,527,1086,7062,10550_17,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,176.000000000000000,19530,NA,174.000000000000000,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland,Conifer
,51344,11856,2708,7019,10803_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland - Semi-Desert,Shrubland,151.000000000000000,NA,NA,151.000000000000000,Great Basin Pinyon-Juniper Woodland,Conifer
,51345,44,2708,7106,10803_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland - Semi-Desert,Shrubland,151.000000000000000,NA,NA,151.000000000000000,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
,51346,8,975,7296,10560_16_23,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,216.000000000000000,6712,NA,209.000000000000000,Developed-Low Intensity,Developed-Low Intensity
,51347,146,971,7198,10510_15_16_17_22_23_24_25,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer,91.000000000000000,77,14,11.000000000000000,Recently Disturbed Other-Herb and Grass Cover,Grassland
,51354,25,1073,9272,11530_6_10_12_13_17_18_19_21,Inter-Mountain Basins Greasewood Flat,Shrubland,1037.000000000000000,NA,NA,1037.000000000000000,Temperate Pacific Subalpine-Montane Wet Meadow,Riparian
,51355,26,1108,9018,11540_6_12_16_17,Inter-Mountain Basins Montane Riparian Systems,Riparian,376.000000000000000,NA,NA,376.000000000000000,Rocky Mountain Cliff Canyon and Massive Bedrock,Sparsely Vegetated
,51356,901,1101,7196,11240_10_12_17_18_19_21,Columbia Plateau Low Sagebrush Steppe,Shrubland,200.000000000000000,NA,NA,200.000000000000000,Recently Burned-Shrub Cover,Shrubland
,51357,294,1088,7106,10620_6_12_17_18,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,283.000000000000000,148,239,69.000000000000000,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
,51365,63,1073,7157,11530_6_10_12_13_17_18_19_21,Inter-Mountain Basins Greasewood Flat,Shrubland,1037.000000000000000,NA,NA,1037.000000000000000,North Pacific Lowland Riparian Shrubland,Riparian
,51366,1067,1050,9828,10190_6_7_9_12_16_17_18_19,Great Basin Pinyon-Juniper Woodland,Conifer,844.000000000000000,913,NA,438.000000000000000,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous
,51371,274,577,7965,10010,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,0.000000000000000,NA,NA,0.000000000000000,Western Cool Temperate Close Grown Crop,Agricultural
,51372,11021,1064,7127,10870_4_6_12_13_14_15_17_24_25,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,Shrubland,329.000000000000000,NA,NA,329.000000000000000,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland
,51373,75211,1069,7103,11260_6_12_17_18_28,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,49.000000000000000,NA,NA,49.000000000000000,Great Basin Semi-Desert Chaparral,Shrubland
,51374,1413,1101,7146,11240_10_12_17_18_19_21,Columbia Plateau Low Sagebrush Steppe,Shrubland,200.000000000000000,NA,NA,200.000000000000000,Southern Rocky Mountain Montane-Subalpine Grassland,Grassland
,51378,14139,613,7967,11260_6_12_17_18_28,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,49.000000000000000,NA,NA,49.000000000000000,Western Cool Temperate Pasture and Hayland,Agricultural
,51379,1858,619,9336,11540_6_12_16_17,Inter-Mountain Basins Montane Riparian Systems,Riparian,376.000000000000000,NA,NA,376.000000000000000,Great Basin & Intermountain Ruderal Shrubland,Exotic Tree-Shrub
,51380,2,1076,7017,11600_12_17,Rocky Mountain Subalpine/Upper Montane Riparian Systems,Riparian,271.000000000000000,NA,80,62.000000000000000,Columbia Plateau Western Juniper Woodland and Savanna,Conifer
,51381,6,1056,7172,10520_12,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer,185.000000000000000,91,72,33.000000000000000,Sierran-Intermontane Desert Western White Pine-White Fir Woodland,Conifer
,51382,122232,1045,9018,10010,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,0.000000000000000,NA,NA,0.000000000000000,Rocky Mountain Cliff Canyon and Massive Bedrock,Sparsely Vegetated
,51383,17,1086,7106,10550_17,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,176.000000000000000,19530,NA,174.000000000000000,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
,51384,659217,1108,7019,11540_6_12_16_17,Inter-Mountain Basins Montane Riparian Systems,Riparian,376.000000000000000,NA,NA,376.000000000000000,Great Basin Pinyon-Juniper Woodland,Conifer
,51392,86,1059,9003,10620_6_12_17_18,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,283.000000000000000,148,239,69.000000000000000,Great Basin Foothill and Lower Montane Riparian Woodland,Riparian
,51393,111,1100,7062,11150_17,Inter-Mountain Basins Juniper Savanna,Conifer,794.000000000000000,423,567,186.000000000000000,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland,Conifer
,51394,110,1001,7062,11460_15_16_23_24_25_28,Southern Rocky Mountain Montane-Subalpine Grassland,Grassland,20.000000000000000,NA,21,10.000000000000000,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland,Conifer
,51400,1193,1086,7197,10550_17,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,176.000000000000000,19530,NA,174.000000000000000,Recently Burned-Tree Cover,Conifer
,51406,951,2708,9006,10803_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland - Semi-Desert,Shrubland,151.000000000000000,NA,NA,151.000000000000000,Inter-Mountain Basins Cliff and Canyon,Sparsely Vegetated
,51411,205,619,7124,11540_6_12_16_17,Inter-Mountain Basins Montane Riparian Systems,Riparian,376.000000000000000,NA,NA,376.000000000000000,Columbia Plateau Low Sagebrush Steppe,Shrubland
,51413,17560,1088,7196,10620_6_12_17_18,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,283.000000000000000,148,239,69.000000000000000,Recently Burned-Shrub Cover,Shrubland
,51414,98762,1108,7080,11540_6_12_16_17,Inter-Mountain Basins Montane Riparian Systems,Riparian,376.000000000000000,NA,NA,376.000000000000000,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland
,51415,52330,1102,9336,11250_6_12_13_15_16_17_18_23_24_25_28,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,117.000000000000000,NA,NA,117.000000000000000,Great Basin & Intermountain Ruderal Shrubland,Exotic Tree-Shrub
,51427,1,621,9307,10060,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,Sparse,0.000000000000000,NA,NA,0.000000000000000,Great Basin & Intermountain Introduced Annual and Biennial Forbland,Exotic Herbaceous
,51428,27987,1109,7019,11590_12_17,Rocky Mountain Montane Riparian Systems,Riparian,373.000000000000000,NA,NA,373.000000000000000,Great Basin Pinyon-Juniper Woodland,Conifer
,51430,15823,581,9336,10190_6_7_9_12_16_17_18_19,Great Basin Pinyon-Juniper Woodland,Conifer,844.000000000000000,913,NA,438.000000000000000,Great Basin & Intermountain Ruderal Shrubland,Exotic Tree-Shrub
,51431,13,1049,7125,10170_6_7_8_9_12_18,Columbia Plateau Western Juniper Woodland and Savanna,Conifer,437.000000000000000,271,NA,167.000000000000000,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland
,51432,566,2708,9828,10803_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland - Semi-Desert,Shrubland,151.000000000000000,NA,NA,151.000000000000000,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous
,51433,1569,881,7051,10490_16_22,Rocky Mountain Foothill Limber Pine-Juniper Woodland,Conifer,215.000000000000000,NA,NA,215.000000000000000,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer
,51437,5,584,9629,10270_4_5_6,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,Conifer,148.000000000000000,35,17,11.000000000000000,Mediterranean California Foothill and Lower Montane Riparian Shrubland,Riparian
,51439,4650,1108,9828,11540_6_12_16_17,Inter-Mountain Basins Montane Riparian Systems,Riparian,376.000000000000000,NA,NA,376.000000000000000,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous
,51442,3966,2701,7966,10804_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland - Upland,Shrubland,120.000000000000000,NA,NA,120.000000000000000,Western Cool Temperate Fallow/Idle Cropland,Agricultural
,51443,380,585,9336,10280_4_6_7_12,Mediterranean California Mesic Mixed Conifer Forest and Woodland,Conifer,146.000000000000000,47,33,17.000000000000000,Great Basin & Intermountain Ruderal Shrubland,Exotic Tree-Shrub
,51444,67,1079,9829,10120_17_18_21,Rocky Mountain Bigtooth Maple Ravine Woodland,Hardwood,136.000000000000000,81,NA,51.000000000000000,Western North American Ruderal Wet Meadow & Marsh,Riparian
,51445,1715,1102,9011,11250_6_12_13_15_16_17_18_23_24_25_28,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,117.000000000000000,NA,NA,117.000000000000000,North American Arid West Emergent Marsh,Riparian
,51446,5430,2708,7123,10803_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland - Semi-Desert,Shrubland,151.000000000000000,NA,NA,151.000000000000000,Columbia Plateau Steppe and Grassland,Grassland
,51448,967,587,7966,10300_2_3_4_5_6_7,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,Conifer,176.000000000000000,38,15,10.000000000000000,Western Cool Temperate Fallow/Idle Cropland,Agricultural
,51449,869,619,7966,11540_6_12_16_17,Inter-Mountain Basins Montane Riparian Systems,Riparian,376.000000000000000,NA,NA,376.000000000000000,Western Cool Temperate Fallow/Idle Cropland,Agricultural
,51450,1,1082,9829,10200_6_9_12_17,Inter-Mountain Basins Subalpine Limber-Bristlecone Pine Woodland,Conifer,513.000000000000000,NA,198,143.000000000000000,Western North American Ruderal Wet Meadow & Marsh,Riparian
,51456,5125,617,9629,11520_6,California Montane Riparian Systems,Riparian,88.000000000000000,95,NA,46.000000000000000,Mediterranean California Foothill and Lower Montane Riparian Shrubland,Riparian
,51463,1123,588,7966,10310_2_3_4_5_6_12,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland,Conifer,162.000000000000000,83,11,9.000000000000000,Western Cool Temperate Fallow/Idle Cropland,Agricultural
,51464,1976,1068,9328,11250_6_12_13_15_16_17_18_23_24_25_28,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,117.000000000000000,NA,NA,117.000000000000000,Interior Western North American Temperate Ruderal Shrubland,Exotic Tree-Shrub
,51465,11354,1088,7195,10620_6_12_17_18,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,283.000000000000000,148,239,69.000000000000000,Recently Burned-Herb and Grass Cover,Grassland
,51466,280652,1103,9336,11260_6_12_17_18_28,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,49.000000000000000,NA,NA,49.000000000000000,Great Basin & Intermountain Ruderal Shrubland,Exotic Tree-Shrub
,51470,3,1220,7299,10170_6_7_8_9_12_18,Columbia Plateau Western Juniper Woodland and Savanna,Conifer,437.000000000000000,271,NA,167.000000000000000,Developed-Roads,Developed-Roads
,51471,11604,1101,7080,11240_10_12_17_18_19_21,Columbia Plateau Low Sagebrush Steppe,Shrubland,200.000000000000000,NA,NA,200.000000000000000,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland
,51476,2958,613,7030,11260_6_12_17_18_28,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,49.000000000000000,NA,NA,49.000000000000000,Mediterranean California Lower Montane Conifer Forest and Woodland,Conifer
,51477,215,608,9272,10980_6,California Montane Woodland and Chaparral,Shrubland,93.000000000000000,54,NA,34.000000000000000,Temperate Pacific Subalpine-Montane Wet Meadow,Riparian
,51480,268,585,9629,10280_4_6_7_12,Mediterranean California Mesic Mixed Conifer Forest and Woodland,Conifer,146.000000000000000,47,33,17.000000000000000,Mediterranean California Foothill and Lower Montane Riparian Shrubland,Riparian
,51481,380,613,7966,11260_6_12_17_18_28,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,49.000000000000000,NA,NA,49.000000000000000,Western Cool Temperate Fallow/Idle Cropland,Agricultural
,51482,75,1048,7199,10110_6_10_12_17_18_19,Rocky Mountain Aspen Forest and Woodland,Hardwood,68.000000000000000,57,NA,31.000000000000000,Recently Disturbed Other-Shrub Cover,Shrubland
,51483,725,1100,7079,11150_17,Inter-Mountain Basins Juniper Savanna,Conifer,794.000000000000000,423,567,186.000000000000000,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland
,51484,1093,1104,7196,11270_10_12_13_17_18,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland,227.000000000000000,NA,NA,227.000000000000000,Recently Burned-Shrub Cover,Shrubland
,51485,381,1081,7145,10190_6_7_9_12_16_17_18_19,Great Basin Pinyon-Juniper Woodland,Conifer,844.000000000000000,913,NA,438.000000000000000,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland
,51492,6108,1081,7123,10190_6_7_9_12_16_17_18_19,Great Basin Pinyon-Juniper Woodland,Conifer,844.000000000000000,913,NA,438.000000000000000,Columbia Plateau Steppe and Grassland,Grassland
,51493,9677,1090,7296,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94.000000000000000,830,NA,84.000000000000000,Developed-Low Intensity,Developed-Low Intensity
,51494,431,1090,7900,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94.000000000000000,830,NA,84.000000000000000,Western Cool Temperate Urban Deciduous Forest,Developed
,51495,37119,1090,7299,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94.000000000000000,830,NA,84.000000000000000,Developed-Roads,Developed-Roads
,51496,20913,1090,7904,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94.000000000000000,830,NA,84.000000000000000,Western Cool Temperate Urban Shrubland,Developed
,51497,6,1231,7191,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94.000000000000000,830,NA,84.000000000000000,Recently Logged-Herb and Grass Cover,Grassland
,51498,577,964,7055,10060,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,Sparse,0.000000000000000,NA,NA,0.000000000000000,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer
,51504,12,587,7156,10300_2_3_4_5_6_7,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,Conifer,176.000000000000000,38,15,10.000000000000000,North Pacific Lowland Riparian Forest,Riparian
,51505,1,1234,9003,10860_13_16_17_18_21_23,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland,103.000000000000000,28,NA,22.000000000000000,Great Basin Foothill and Lower Montane Riparian Woodland,Riparian
,51506,151,2708,7086,10803_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland - Semi-Desert,Shrubland,151.000000000000000,NA,NA,151.000000000000000,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland
,51507,20170,1102,7123,11250_6_12_13_15_16_17_18_23_24_25_28,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,117.000000000000000,NA,NA,117.000000000000000,Columbia Plateau Steppe and Grassland,Grassland
,51508,1218,1090,7901,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94.000000000000000,830,NA,84.000000000000000,Western Cool Temperate Urban Evergreen Forest,Developed
,51509,24921,1100,7019,11150_17,Inter-Mountain Basins Juniper Savanna,Conifer,794.000000000000000,423,567,186.000000000000000,Great Basin Pinyon-Juniper Woodland,Conifer
,51516,8488,2708,9309,10803_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland - Semi-Desert,Shrubland,151.000000000000000,NA,NA,151.000000000000000,Great Basin & Intermountain Introduced Perennial Grassland and Forbland,Exotic Herbaceous
,51517,497593,2709,9307,10804_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland - Upland,Shrubland,120.000000000000000,NA,NA,120.000000000000000,Great Basin & Intermountain Introduced Annual and Biennial Forbland,Exotic Herbaceous
,51518,628,1001,9308,11460_15_16_23_24_25_28,Southern Rocky Mountain Montane-Subalpine Grassland,Grassland,20.000000000000000,NA,21,10.000000000000000,Great Basin & Intermountain Introduced Annual Grassland,Exotic Herbaceous
,51524,1672,619,7011,11540_6_12_16_17,Inter-Mountain Basins Montane Riparian Systems,Riparian,376.000000000000000,NA,NA,376.000000000000000,Rocky Mountain Aspen Forest and Woodland,Hardwood
,51525,1,1228,7924,10570_18,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,Conifer,500.000000000000000,NA,202,144.000000000000000,Western Cool Temperate Developed Ruderal Grassland,Developed
,51526,25,1090,7902,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94.000000000000000,830,NA,84.000000000000000,Western Cool Temperate Urban Mixed Forest,Developed
,51527,1921,1090,7923,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94.000000000000000,830,NA,84.000000000000000,Western Cool Temperate Developed Ruderal Shrubland,Developed
,51528,501,1102,7904,11250_6_12_13_15_16_17_18_23_24_25_28,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,117.000000000000000,NA,NA,117.000000000000000,Western Cool Temperate Urban Shrubland,Developed
,51529,260,1102,7903,11250_6_12_13_15_16_17_18_23_24_25_28,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,117.000000000000000,NA,NA,117.000000000000000,Western Cool Temperate Urban Herbaceous,Developed
,51530,6313,2708,7904,10803_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland - Semi-Desert,Shrubland,151.000000000000000,NA,NA,151.000000000000000,Western Cool Temperate Urban Shrubland,Developed
,51531,2092,2708,7903,10803_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland - Semi-Desert,Shrubland,151.000000000000000,NA,NA,151.000000000000000,Western Cool Temperate Urban Herbaceous,Developed
,51532,4302,2708,7296,10803_6_12_15_16_17_18_23_24_25,Inter-Mountain Basins Big Sagebrush Shrubland - Semi-Desert,Shrubland,151.000000000000000,NA,NA,151.000000000000000,Developed-Low Intensity,Developed-Low Intensity
,51533,912,1088,7125,10620_6_12_17_18,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Shrubland,283.000000000000000,148,239,69.000000000000000,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland
,51534,10132,1103,9005,11260_6_12_17_18_28,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,49.000000000000000,NA,NA,49.000000000000000,Inter-Mountain Basins Alkaline Closed Depression,Riparian
,51535,17,1216,7106,10010,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,0.000000000000000,NA,NA,0.000000000000000,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
,51538,162,609,7924,11030_6_7_12_13_16_17_23,Great Basin Semi-Desert Chaparral,Shrubland,50.000000000000000,NA,NA,50.000000000000000,Western Cool Temperate Developed Ruderal Grassland,Developed
,51539,7582,1090,9018,10790_6_9_10_12_16_17_18,Great Basin Xeric Mixed Sagebrush Shrubland,Shrubland,94.000000000000000,830,NA,84.000000000000000,Rocky Mountain Cliff Canyon and Massive Bedrock,Sparsely Vegetated
,51540,82,1102,7106,11250_6_12_13_15_16_17_18_23_24_25_28,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,117.000000000000000,NA,NA,117.000000000000000,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrubland
,51541,39,1102,7900,11250_6_12_13_15_16_17_18_23_24_25_28,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,117.000000000000000,NA,NA,117.000000000000000,Western Cool Temperate Urban Deciduous Forest,Developed
,51542,59,1102,7923,11250_6_12_13_15_16_17_18_23_24_25_28,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,117.000000000000000,NA,NA,117.000000000000000,Western Cool Temperate Developed Ruderal Shrubland,Developed
,51543,396,1102,7296,11250_6_12_13_15_16_17_18_23_24_25_28,Inter-Mountain Basins Big Sagebrush Steppe,Shrubland,117.000000000000000,NA,NA,117.000000000000000,Developed-Low Intensity,Developed-Low Intensity
,51544,7,1216,7126,10010,Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,0.000000000000000,NA,NA,0.000000000000000,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland
